240,"transcriptional repressor, CopY family [Lactobacillus pontis DSM 8475]",97.4,97.4,98%,5.00E-23,36%,KRM37517.1
241,CopY/TcrY family copper transport repressor [Streptococcus ratti],110,110,96%,2.00E-28,36%,WP_003086352.1
242,"negative transcriptional regulator, CopY [Streptococcus troglodytae]",108,108,96%,2.00E-27,36%,BAQ24943.1
243,"Copper transport repressor, CopY/TcrY family [Escherichia coli DORA_A_5_14_21]",100,100,96%,2.00E-24,35%,ETJ11092.1
244,"copper transport repressor, CopY/TcrY family [Lactobacillus jensenii JV-V16]",98.2,98.2,100%,2.00E-23,35%,EFH29665.1
245,CopY/TcrY family copper transport repressor [Aerococcus sp. HMSC10H05],103,103,96%,2.00E-25,35%,WP_070469164.1
246,CopY/TcrY family copper transport repressor [Alkalibacterium olivapovliticus],102,102,97%,3.00E-25,35%,WP_106195774.1
247,CopY/TcrY family copper transport repressor [Atopostipes suicloacalis],103,103,97%,1.00E-25,35%,WP_073294608.1
248,CopY/TcrY family copper transport repressor [Bacillus cellulosilyticus],102,102,97%,4.00E-25,35%,WP_013489628.1
249,CopY/TcrY family copper transport repressor [Bacillus niameyensis],99,99,98%,1.00E-23,35%,WP_062106514.1
250,CopY/TcrY family copper transport repressor [Carnobacterium alterfunditum],106,106,97%,1.00E-26,35%,WP_074200275.1
251,CopY/TcrY family copper transport repressor [Carnobacterium inhibens],99.4,99.4,96%,6.00E-24,35%,WP_023178922.1
252,CopY/TcrY family copper transport repressor [Carnobacterium pleistocenium],102,102,97%,6.00E-25,35%,WP_035051426.1
253,CopY/TcrY family copper transport repressor [Carnobacterium sp. AT7],104,104,97%,6.00E-26,35%,WP_007723226.1
254,CopY/TcrY family copper transport repressor [Carnobacterium sp. WN1374],108,108,98%,2.00E-27,35%,WP_035020799.1
255,CopY/TcrY family copper transport repressor [Carnobacterium viridans],108,108,98%,2.00E-27,35%,WP_089977241.1
256,CopY/TcrY family copper transport repressor [Enterococcus casseliflavus],104,104,97%,7.00E-26,35%,WP_005237622.1
257,CopY/TcrY family copper transport repressor [Enterococcus pseudoavium],107,107,98%,4.00E-27,35%,WP_067623462.1
258,CopY/TcrY family copper transport repressor [Facklamia ignava],101,101,97%,1.00E-24,35%,WP_006700973.1
259,CopY/TcrY family copper transport repressor [Globicatella sp. HMSC072A10],103,103,97%,2.00E-25,35%,WP_071408228.1
260,CopY/TcrY family copper transport repressor [Globicatella sulfidifaciens],106,106,97%,1.00E-26,35%,WP_078756197.1
261,CopY/TcrY family copper transport repressor [Jeotgalicoccus marinus],100,100,97%,2.00E-24,35%,WP_026867191.1
262,CopY/TcrY family copper transport repressor [Jeotgalicoccus psychrophilus],98.6,98.6,97%,1.00E-23,35%,WP_026859511.1
263,CopY/TcrY family copper transport repressor [Lacticigenium naphtae],100,100,100%,2.00E-24,35%,WP_027108203.1
264,CopY/TcrY family copper transport repressor [Lactobacillus amylovorus],100,100,96%,1.00E-24,35%,WP_014566333.1
265,CopY/TcrY family copper transport repressor [Lactobacillus casei],98.6,98.6,96%,1.00E-23,35%,WP_071799090.1
266,CopY/TcrY family copper transport repressor [Lactobacillus crustorum],100,100,98%,2.00E-24,35%,WP_057868120.1
267,CopY/TcrY family copper transport repressor [Lactobacillus curieae],102,102,97%,2.00E-25,35%,WP_035165965.1
268,CopY/TcrY family copper transport repressor [Lactobacillus delbrueckii],99,99,96%,7.00E-24,35%,WP_035174895.1
269,CopY/TcrY family copper transport repressor [Lactobacillus equicursoris],97.8,97.8,96%,2.00E-23,35%,WP_008463654.1
270,CopY/TcrY family copper transport repressor [Lactobacillus fructivorans],99.4,99.4,97%,5.00E-24,35%,WP_082619049.1
271,CopY/TcrY family copper transport repressor [Lactobacillus ingluviei],97.4,97.4,96%,3.00E-23,35%,WP_056994487.1
272,CopY/TcrY family copper transport repressor [Lactobacillus jensenii],98.2,98.2,100%,2.00E-23,35%,WP_006587432.1
273,CopY/TcrY family copper transport repressor [Lactobacillus johnsonii],99.4,99.4,96%,5.00E-24,35%,WP_004898342.1
274,CopY/TcrY family copper transport repressor [Lactobacillus kisonensis],97.1,97.1,96%,3.00E-23,35%,WP_054654697.1
275,CopY/TcrY family copper transport repressor [Lactobacillus mali],98.6,98.6,96%,9.00E-24,35%,WP_003688738.1
276,CopY/TcrY family copper transport repressor [Lactobacillus paracasei],97.4,97.4,99%,3.00E-23,35%,WP_016383459.1
277,CopY/TcrY family copper transport repressor [Lactobacillus pentosiphilus],97.8,97.8,99%,3.00E-23,35%,WP_089120487.1
278,CopY/TcrY family copper transport repressor [Lactobacillus rhamnosus],97.4,97.4,96%,3.00E-23,35%,WP_064658559.1
279,CopY/TcrY family copper transport repressor [Lactobacillus salivarius],103,103,96%,1.00E-25,35%,WP_095842244.1
280,CopY/TcrY family copper transport repressor [Lactobacillus silagincola],98.2,98.2,99%,2.00E-23,35%,WP_098826466.1
281,CopY/TcrY family copper transport repressor [Lactobacillus similis],99,99,96%,8.00E-24,35%,WP_054737439.1
282,CopY/TcrY family copper transport repressor [Lactobacillus sp. HMSC08B12],98.6,98.6,96%,1.00E-23,35%,WP_070488816.1
283,CopY/TcrY family copper transport repressor [Lactobacillus uvarum],97.1,97.1,96%,5.00E-23,35%,WP_057738669.1
284,CopY/TcrY family copper transport repressor [Leuconostoc citreum],104,104,96%,7.00E-26,35%,WP_012304940.1
285,CopY/TcrY family copper transport repressor [Leuconostoc citreum],103,103,96%,9.00E-26,35%,WP_048801825.1
286,CopY/TcrY family copper transport repressor [Leuconostoc lactis],104,104,96%,7.00E-26,35%,WP_029510500.1
287,CopY/TcrY family copper transport repressor [Leuconostoc mesenteroides],103,103,96%,2.00E-25,35%,WP_084035307.1
288,CopY/TcrY family copper transport repressor [Leuconostoc pseudomesenteroides],98.6,98.6,96%,9.00E-24,35%,WP_084012270.1
289,CopY/TcrY family copper transport repressor [Listeria monocytogenes],97.4,97.4,96%,3.00E-23,35%,WP_096874820.1
290,CopY/TcrY family copper transport repressor [Macrococcus caseolyticus],99.8,99.8,97%,3.00E-24,35%,WP_099482772.1
291,CopY/TcrY family copper transport repressor [Macrococcus goetzii],99,99,97%,9.00E-24,35%,WP_099579504.1
292,CopY/TcrY family copper transport repressor [Marinilactibacillus sp. 15R],103,103,97%,2.00E-25,35%,WP_072695711.1
293,CopY/TcrY family copper transport repressor [Paucisalibacillus sp. EB02],100,100,98%,5.00E-24,35%,WP_042147376.1
294,CopY/TcrY family copper transport repressor [Tetzosporium hominis],98.6,98.6,97%,1.00E-23,35%,WP_094942612.1
295,CopY/TcrY family copper transport repressor [Virgibacillus pantothenticus],101,101,97%,7.00E-25,35%,WP_077303220.1
296,CopY/TcrY family copper transport repressor [Weissella bombi],101,101,96%,7.00E-25,35%,WP_092463369.1
297,CopY/TcrY family copper transport repressor [Weissella koreensis],99,99,96%,7.00E-24,35%,WP_006844818.1
298,CopY/TcrY family copper transport repressor [Weissella paramesenteroides],97.4,97.4,96%,3.00E-23,35%,WP_002827245.1
299,CopY/TcrY family copper transport repressor [Streptococcus canis],108,108,97%,2.00E-27,35%,WP_039994699.1
300,"copper transport repressor, CopY/TcrY family [Enterococcus casseliflavus 14-MB-W-14]",97.1,97.1,98%,5.00E-23,34%,EPH65728.1
301,CopY/TcrY family copper transport repressor [Bacillus caseinilyticus],98.2,98.2,97%,2.00E-23,34%,WP_090887748.1
302,CopY/TcrY family copper transport repressor [Carnobacterium sp. CP1],97.4,97.4,96%,3.00E-23,34%,WP_058919817.1
303,CopY/TcrY family copper transport repressor [Enterococcus aquimarinus],105,105,98%,3.00E-26,34%,WP_071873850.1
304,CopY/TcrY family copper transport repressor [Enterococcus avium],101,101,98%,7.00E-25,34%,WP_049221864.1
305,CopY/TcrY family copper transport repressor [Enterococcus hirae],98.6,98.6,100%,1.00E-23,34%,WP_081125373.1
306,CopY/TcrY family copper transport repressor [Enterococcus massiliensis],98.2,98.2,98%,2.00E-23,34%,WP_048604794.1
307,CopY/TcrY family copper transport repressor [Enterococcus mundtii],103,103,98%,7.00E-26,34%,WP_071867485.1
308,CopY/TcrY family copper transport repressor [Enterococcus sp. 3G6_DIV0642],97.1,97.1,98%,5.00E-23,34%,WP_086295645.1
309,CopY/TcrY family copper transport repressor [Gemella haemolysans],97.1,97.1,100%,4.00E-23,34%,WP_060914247.1
310,CopY/TcrY family copper transport repressor [Jeotgalibaca sp. PTS2502],104,104,98%,4.00E-26,34%,WP_076765089.1
311,CopY/TcrY family copper transport repressor [Lactobacillus coleohominis],97.1,97.1,98%,3.00E-23,34%,WP_006916020.1
312,CopY/TcrY family copper transport repressor [Lactobacillus fabifermentans],100,100,98%,3.00E-24,34%,WP_024625704.1
313,CopY/TcrY family copper transport repressor [Lactobacillus frumenti],99,99,98%,6.00E-24,34%,WP_057750778.1
314,CopY/TcrY family copper transport repressor [Lactobacillus manihotivorans],96.7,96.7,96%,5.00E-23,34%,WP_054719686.1
315,CopY/TcrY family copper transport repressor [Lactobacillus paralimentarius],97.1,97.1,98%,5.00E-23,34%,WP_056955066.1
316,CopY/TcrY family copper transport repressor [Lactobacillus rapi],97.8,97.8,96%,3.00E-23,34%,WP_054747755.1
317,CopY/TcrY family copper transport repressor [Lactobacillus sp. CBA3605],100,100,98%,1.00E-24,34%,WP_105451811.1
318,CopY/TcrY family copper transport repressor [Lactobacillus sp. CBA3606],100,100,98%,1.00E-24,34%,WP_105449324.1
319,CopY/TcrY family copper transport repressor [Leptotrichia wadei],97.4,97.4,97%,4.00E-23,34%,WP_021745900.1
320,CopY/TcrY family copper transport repressor [Planomicrobium sp. MB-3u-38],97.1,97.1,100%,5.00E-23,34%,WP_101801116.1
321,CopY/TcrY family copper transport repressor [Virgibacillus dakarensis],97.8,97.8,97%,2.00E-23,34%,WP_088051914.1
322,CopY/TcrY family copper transport repressor [Virgibacillus salinus],103,103,98%,2.00E-25,34%,WP_092493713.1
323,CopY/TcrY family copper transport repressor [Virgibacillus subterraneus],102,102,98%,3.00E-25,34%,WP_092504581.1
324,CopY/TcrY family copper transport repressor [Bhargavaea cecembensis],106,106,98%,1.00E-26,33%,WP_040225620.1
325,CopY/TcrY family copper transport repressor [Carnobacterium funditum],100,100,96%,2.00E-24,33%,WP_034551310.1
326,CopY/TcrY family copper transport repressor [Weissella hellenica],98.2,98.2,96%,2.00E-23,33%,WP_042494613.1
327,CopY/TcrY family copper transport repressor [Carnobacterium sp. 17-4],98.6,98.6,96%,1.00E-23,32%,WP_013711515.1
328,CopY/TcrY family copper transport repressor [Enterococcus raffinosus],100,100,98%,3.00E-24,32%,WP_060789079.1
329,CopY/TcrY family copper transport repressor [Enterococcus raffinosus],100,100,98%,3.00E-24,32%,OJG84878.1
330,CopY/TcrY family copper transport repressor [Enterococcus sp. 10A9_DIV0425],98.6,98.6,98%,1.00E-23,32%,WP_086283907.1
331,CopY/TcrY family copper transport repressor [Enterococcus sp. 3H8_DIV0648],97.4,97.4,98%,4.00E-23,32%,WP_088933264.1
332,transcriptional repressor CopY [Enterococcus malodoratus],97.1,97.1,98%,5.00E-23,32%,OJG60630.1
333,CopY/TcrY family copper transport repressor [Edaphobacillus lindanitolerans],98.2,98.2,98%,2.00E-23,31%,WP_076758940.1
334,CopY/TcrY family copper transport repressor [Enterococcus gilvus],96.7,96.7,98%,5.00E-23,31%,OJG40919.1
335,CopY/TcrY family copper transport repressor [Enterococcus sp. HMSC29A04],97.4,97.4,98%,3.00E-23,31%,WP_070537534.1
